Row ID ^ Pericope ID ^ Book Name ^ Book Number ^ Chapter Number ^ Verse Number ^ Pericope 1 ^ Pericope 2 ^ Pericope 3 ^ Pericope 4
66 ^ 2 ^ acts ^ 44 ^ 17 ^ 18 ^ 2nd and 3rd missions ^  ^  ^ 
67 ^ 2 ^ acts ^ 44 ^ 17 ^ 19 ^ 2nd and 3rd missions ^  ^  ^ 
68 ^ 2 ^ acts ^ 44 ^ 17 ^ 20 ^ 2nd and 3rd missions ^  ^  ^ 
69 ^ 2 ^ acts ^ 44 ^ 17 ^ 21 ^ 2nd and 3rd missions ^  ^  ^ 
70 ^ 2 ^ acts ^ 44 ^ 17 ^ 22 ^ 2nd and 3rd missions ^  ^  ^ 
71 ^ 2 ^ acts ^ 44 ^ 17 ^ 23 ^ 2nd and 3rd missions ^  ^  ^ 
72 ^ 2 ^ acts ^ 44 ^ 17 ^ 24 ^ 2nd and 3rd missions ^  ^  ^ 
73 ^ 2 ^ acts ^ 44 ^ 17 ^ 25 ^ 2nd and 3rd missions ^  ^  ^ 
74 ^ 2 ^ acts ^ 44 ^ 17 ^ 26 ^ 2nd and 3rd missions ^  ^  ^ 
75 ^ 2 ^ acts ^ 44 ^ 17 ^ 27 ^ 2nd and 3rd missions ^  ^  ^ 
76 ^ 2 ^ acts ^ 44 ^ 17 ^ 28 ^ 2nd and 3rd missions ^  ^  ^ 
77 ^ 2 ^ acts ^ 44 ^ 17 ^ 29 ^ 2nd and 3rd missions ^  ^  ^ 
78 ^ 2 ^ acts ^ 44 ^ 17 ^ 30 ^ 2nd and 3rd missions ^  ^  ^ 
79 ^ 2 ^ acts ^ 44 ^ 17 ^ 31 ^ 2nd and 3rd missions ^  ^  ^ 
80 ^ 2 ^ acts ^ 44 ^ 17 ^ 32 ^ 2nd and 3rd missions ^  ^  ^ 
81 ^ 2 ^ acts ^ 44 ^ 17 ^ 33 ^ 2nd and 3rd missions ^  ^  ^ 
82 ^ 2 ^ acts ^ 44 ^ 17 ^ 34 ^ 2nd and 3rd missions ^  ^  ^ 
83 ^ 2 ^ acts ^ 44 ^ 18 ^ 1 ^ 2nd and 3rd missions ^  ^  ^ 
84 ^ 2 ^ acts ^ 44 ^ 18 ^ 2 ^ 2nd and 3rd missions ^  ^  ^ 
85 ^ 2 ^ acts ^ 44 ^ 18 ^ 3 ^ 2nd and 3rd missions ^  ^  ^ 
86 ^ 2 ^ acts ^ 44 ^ 18 ^ 4 ^ 2nd and 3rd missions ^  ^  ^ 
87 ^ 2 ^ acts ^ 44 ^ 18 ^ 5 ^ 2nd and 3rd missions ^  ^  ^ 
88 ^ 2 ^ acts ^ 44 ^ 18 ^ 6 ^ 2nd and 3rd missions ^  ^  ^ 
89 ^ 2 ^ acts ^ 44 ^ 18 ^ 7 ^ 2nd and 3rd missions ^  ^  ^ 
90 ^ 2 ^ acts ^ 44 ^ 18 ^ 8 ^ 2nd and 3rd missions ^  ^  ^ 
91 ^ 2 ^ acts ^ 44 ^ 18 ^ 9 ^ 2nd and 3rd missions ^  ^  ^ 
92 ^ 2 ^ acts ^ 44 ^ 18 ^ 10 ^ 2nd and 3rd missions ^  ^  ^ 
93 ^ 2 ^ acts ^ 44 ^ 18 ^ 11 ^ 2nd and 3rd missions ^  ^  ^ 
94 ^ 2 ^ acts ^ 44 ^ 18 ^ 12 ^ 2nd and 3rd missions ^  ^  ^ 
95 ^ 2 ^ acts ^ 44 ^ 18 ^ 13 ^ 2nd and 3rd missions ^  ^  ^ 
96 ^ 2 ^ acts ^ 44 ^ 18 ^ 14 ^ 2nd and 3rd missions ^  ^  ^ 
97 ^ 2 ^ acts ^ 44 ^ 18 ^ 15 ^ 2nd and 3rd missions ^  ^  ^ 
98 ^ 2 ^ acts ^ 44 ^ 18 ^ 16 ^ 2nd and 3rd missions ^  ^  ^ 
99 ^ 2 ^ acts ^ 44 ^ 18 ^ 17 ^ 2nd and 3rd missions ^  ^  ^ 
100 ^ 2 ^ acts ^ 44 ^ 18 ^ 18 ^ 2nd and 3rd missions ^  ^  ^ 
101 ^ 2 ^ acts ^ 44 ^ 18 ^ 19 ^ 2nd and 3rd missions ^  ^  ^ 
102 ^ 2 ^ acts ^ 44 ^ 18 ^ 20 ^ 2nd and 3rd missions ^  ^  ^ 
103 ^ 2 ^ acts ^ 44 ^ 18 ^ 21 ^ 2nd and 3rd missions ^  ^  ^ 
104 ^ 2 ^ acts ^ 44 ^ 18 ^ 22 ^ 2nd and 3rd missions ^  ^  ^ 
105 ^ 2 ^ acts ^ 44 ^ 18 ^ 23 ^ 2nd and 3rd missions ^  ^  ^ 
106 ^ 2 ^ acts ^ 44 ^ 18 ^ 24 ^ 2nd and 3rd missions ^  ^  ^ 
107 ^ 2 ^ acts ^ 44 ^ 18 ^ 25 ^ 2nd and 3rd missions ^  ^  ^ 
108 ^ 2 ^ acts ^ 44 ^ 18 ^ 26 ^ 2nd and 3rd missions ^  ^  ^ 
109 ^ 2 ^ acts ^ 44 ^ 18 ^ 27 ^ 2nd and 3rd missions ^  ^  ^ 
110 ^ 2 ^ acts ^ 44 ^ 18 ^ 28 ^ 2nd and 3rd missions ^  ^  ^ 
111 ^ 2 ^ acts ^ 44 ^ 19 ^ 1 ^ 2nd and 3rd missions ^  ^  ^ 
112 ^ 2 ^ acts ^ 44 ^ 19 ^ 2 ^ 2nd and 3rd missions ^  ^  ^ 
113 ^ 2 ^ acts ^ 44 ^ 19 ^ 3 ^ 2nd and 3rd missions ^  ^  ^ 
114 ^ 2 ^ acts ^ 44 ^ 19 ^ 4 ^ 2nd and 3rd missions ^  ^  ^ 
115 ^ 2 ^ acts ^ 44 ^ 19 ^ 5 ^ 2nd and 3rd missions ^  ^  ^ 
116 ^ 2 ^ acts ^ 44 ^ 19 ^ 6 ^ 2nd and 3rd missions ^  ^  ^ 
117 ^ 2 ^ acts ^ 44 ^ 19 ^ 7 ^ 2nd and 3rd missions ^  ^  ^ 
118 ^ 2 ^ acts ^ 44 ^ 19 ^ 8 ^ 2nd and 3rd missions ^  ^  ^ 
119 ^ 2 ^ acts ^ 44 ^ 19 ^ 9 ^ 2nd and 3rd missions ^  ^  ^ 
120 ^ 2 ^ acts ^ 44 ^ 19 ^ 10 ^ 2nd and 3rd missions ^  ^  ^ 
121 ^ 2 ^ acts ^ 44 ^ 19 ^ 11 ^ 2nd and 3rd missions ^  ^  ^ 
122 ^ 2 ^ acts ^ 44 ^ 19 ^ 12 ^ 2nd and 3rd missions ^  ^  ^ 
123 ^ 2 ^ acts ^ 44 ^ 19 ^ 13 ^ 2nd and 3rd missions ^  ^  ^ 
124 ^ 2 ^ acts ^ 44 ^ 19 ^ 14 ^ 2nd and 3rd missions ^  ^  ^ 
125 ^ 2 ^ acts ^ 44 ^ 19 ^ 15 ^ 2nd and 3rd missions ^  ^  ^ 
126 ^ 2 ^ acts ^ 44 ^ 19 ^ 16 ^ 2nd and 3rd missions ^  ^  ^ 
127 ^ 2 ^ acts ^ 44 ^ 19 ^ 17 ^ 2nd and 3rd missions ^  ^  ^ 
128 ^ 2 ^ acts ^ 44 ^ 19 ^ 18 ^ 2nd and 3rd missions ^  ^  ^ 
129 ^ 2 ^ acts ^ 44 ^ 19 ^ 19 ^ 2nd and 3rd missions ^  ^  ^ 
130 ^ 2 ^ acts ^ 44 ^ 19 ^ 20 ^ 2nd and 3rd missions ^  ^  ^ 
131 ^ 2 ^ acts ^ 44 ^ 19 ^ 21 ^ 2nd and 3rd missions ^  ^  ^ 
132 ^ 2 ^ acts ^ 44 ^ 19 ^ 22 ^ 2nd and 3rd missions ^  ^  ^ 
133 ^ 2 ^ acts ^ 44 ^ 19 ^ 23 ^ 2nd and 3rd missions ^  ^  ^ 
134 ^ 2 ^ acts ^ 44 ^ 19 ^ 24 ^ 2nd and 3rd missions ^  ^  ^ 
135 ^ 2 ^ acts ^ 44 ^ 19 ^ 25 ^ 2nd and 3rd missions ^  ^  ^ 
136 ^ 2 ^ acts ^ 44 ^ 19 ^ 26 ^ 2nd and 3rd missions ^  ^  ^ 
137 ^ 2 ^ acts ^ 44 ^ 19 ^ 27 ^ 2nd and 3rd missions ^  ^  ^ 
138 ^ 2 ^ acts ^ 44 ^ 19 ^ 28 ^ 2nd and 3rd missions ^  ^  ^ 
139 ^ 2 ^ acts ^ 44 ^ 19 ^ 29 ^ 2nd and 3rd missions ^  ^  ^ 
140 ^ 2 ^ acts ^ 44 ^ 19 ^ 30 ^ 2nd and 3rd missions ^  ^  ^ 
141 ^ 2 ^ acts ^ 44 ^ 19 ^ 31 ^ 2nd and 3rd missions ^  ^  ^ 
142 ^ 2 ^ acts ^ 44 ^ 19 ^ 32 ^ 2nd and 3rd missions ^  ^  ^ 
143 ^ 2 ^ acts ^ 44 ^ 19 ^ 33 ^ 2nd and 3rd missions ^  ^  ^ 
144 ^ 2 ^ acts ^ 44 ^ 19 ^ 34 ^ 2nd and 3rd missions ^  ^  ^ 
145 ^ 2 ^ acts ^ 44 ^ 19 ^ 35 ^ 2nd and 3rd missions ^  ^  ^ 
146 ^ 2 ^ acts ^ 44 ^ 19 ^ 36 ^ 2nd and 3rd missions ^  ^  ^ 
147 ^ 2 ^ acts ^ 44 ^ 19 ^ 37 ^ 2nd and 3rd missions ^  ^  ^ 
148 ^ 2 ^ acts ^ 44 ^ 19 ^ 38 ^ 2nd and 3rd missions ^  ^  ^ 
149 ^ 2 ^ acts ^ 44 ^ 19 ^ 39 ^ 2nd and 3rd missions ^  ^  ^ 
150 ^ 2 ^ acts ^ 44 ^ 19 ^ 40 ^ 2nd and 3rd missions ^  ^  ^ 
151 ^ 2 ^ acts ^ 44 ^ 19 ^ 41 ^ 2nd and 3rd missions ^  ^  ^ 
152 ^ 2 ^ acts ^ 44 ^ 20 ^ 1 ^ 2nd and 3rd missions ^  ^  ^ 
153 ^ 2 ^ acts ^ 44 ^ 20 ^ 2 ^ 2nd and 3rd missions ^  ^  ^ 
154 ^ 2 ^ acts ^ 44 ^ 20 ^ 3 ^ 2nd and 3rd missions ^  ^  ^ 
155 ^ 2 ^ acts ^ 44 ^ 20 ^ 4 ^ 2nd and 3rd missions ^  ^  ^ 
156 ^ 2 ^ acts ^ 44 ^ 20 ^ 5 ^ 2nd and 3rd missions ^  ^  ^ 
157 ^ 2 ^ acts ^ 44 ^ 20 ^ 6 ^ 2nd and 3rd missions ^  ^  ^ 
158 ^ 2 ^ acts ^ 44 ^ 20 ^ 7 ^ 2nd and 3rd missions ^  ^  ^ 
159 ^ 2 ^ acts ^ 44 ^ 20 ^ 8 ^ 2nd and 3rd missions ^  ^  ^ 
160 ^ 2 ^ acts ^ 44 ^ 20 ^ 9 ^ 2nd and 3rd missions ^  ^  ^ 
161 ^ 2 ^ acts ^ 44 ^ 20 ^ 10 ^ 2nd and 3rd missions ^  ^  ^ 
162 ^ 2 ^ acts ^ 44 ^ 20 ^ 11 ^ 2nd and 3rd missions ^  ^  ^ 
163 ^ 2 ^ acts ^ 44 ^ 20 ^ 12 ^ 2nd and 3rd missions ^  ^  ^ 
164 ^ 2 ^ acts ^ 44 ^ 20 ^ 13 ^ 2nd and 3rd missions ^  ^  ^ 
165 ^ 2 ^ acts ^ 44 ^ 20 ^ 14 ^ 2nd and 3rd missions ^  ^  ^ 
166 ^ 2 ^ acts ^ 44 ^ 20 ^ 15 ^ 2nd and 3rd missions ^  ^  ^ 
167 ^ 2 ^ acts ^ 44 ^ 20 ^ 16 ^ 2nd and 3rd missions ^  ^  ^ 
168 ^ 2 ^ acts ^ 44 ^ 20 ^ 17 ^ 2nd and 3rd missions ^  ^  ^ 
169 ^ 2 ^ acts ^ 44 ^ 20 ^ 18 ^ 2nd and 3rd missions ^  ^  ^ 
170 ^ 2 ^ acts ^ 44 ^ 20 ^ 19 ^ 2nd and 3rd missions ^  ^  ^ 
171 ^ 2 ^ acts ^ 44 ^ 20 ^ 20 ^ 2nd and 3rd missions ^  ^  ^ 
172 ^ 2 ^ acts ^ 44 ^ 20 ^ 21 ^ 2nd and 3rd missions ^  ^  ^ 
173 ^ 2 ^ acts ^ 44 ^ 20 ^ 22 ^ 2nd and 3rd missions ^  ^  ^ 
174 ^ 2 ^ acts ^ 44 ^ 20 ^ 23 ^ 2nd and 3rd missions ^  ^  ^ 
175 ^ 2 ^ acts ^ 44 ^ 20 ^ 24 ^ 2nd and 3rd missions ^  ^  ^ 
176 ^ 2 ^ acts ^ 44 ^ 20 ^ 25 ^ 2nd and 3rd missions ^  ^  ^ 
177 ^ 2 ^ acts ^ 44 ^ 20 ^ 26 ^ 2nd and 3rd missions ^  ^  ^ 
178 ^ 2 ^ acts ^ 44 ^ 20 ^ 27 ^ 2nd and 3rd missions ^  ^  ^ 
179 ^ 2 ^ acts ^ 44 ^ 20 ^ 28 ^ 2nd and 3rd missions ^  ^  ^ 
180 ^ 2 ^ acts ^ 44 ^ 20 ^ 29 ^ 2nd and 3rd missions ^  ^  ^ 
181 ^ 2 ^ acts ^ 44 ^ 20 ^ 30 ^ 2nd and 3rd missions ^  ^  ^ 
182 ^ 2 ^ acts ^ 44 ^ 20 ^ 31 ^ 2nd and 3rd missions ^  ^  ^ 
183 ^ 2 ^ acts ^ 44 ^ 20 ^ 32 ^ 2nd and 3rd missions ^  ^  ^ 
184 ^ 2 ^ acts ^ 44 ^ 20 ^ 33 ^ 2nd and 3rd missions ^  ^  ^ 
185 ^ 2 ^ acts ^ 44 ^ 20 ^ 34 ^ 2nd and 3rd missions ^  ^  ^ 
186 ^ 2 ^ acts ^ 44 ^ 20 ^ 35 ^ 2nd and 3rd missions ^  ^  ^ 
187 ^ 2 ^ acts ^ 44 ^ 20 ^ 36 ^ 2nd and 3rd missions ^  ^  ^ 
188 ^ 2 ^ acts ^ 44 ^ 20 ^ 37 ^ 2nd and 3rd missions ^  ^  ^ 
189 ^ 2 ^ acts ^ 44 ^ 20 ^ 38 ^ 2nd and 3rd missions ^  ^  ^ 
190 ^ 3 ^ Revelation ^ 66 ^ 13 ^ 1 ^ A beast rises out of the sea with seven heads and ten horns to whom the dragon gives his power ^  ^  ^ 
191 ^ 3 ^ Revelation ^ 66 ^ 13 ^ 2 ^ A beast rises out of the sea with seven heads and ten horns to whom the dragon gives his power ^  ^  ^ 
192 ^ 3 ^ Revelation ^ 66 ^ 13 ^ 3 ^ A beast rises out of the sea with seven heads and ten horns to whom the dragon gives his power ^  ^  ^ 
193 ^ 3 ^ Revelation ^ 66 ^ 13 ^ 4 ^ A beast rises out of the sea with seven heads and ten horns to whom the dragon gives his power ^  ^  ^ 
194 ^ 3 ^ Revelation ^ 66 ^ 13 ^ 5 ^ A beast rises out of the sea with seven heads and ten horns to whom the dragon gives his power ^  ^  ^ 
195 ^ 3 ^ Revelation ^ 66 ^ 13 ^ 6 ^ A beast rises out of the sea with seven heads and ten horns to whom the dragon gives his power ^  ^  ^ 
196 ^ 3 ^ Revelation ^ 66 ^ 13 ^ 7 ^ A beast rises out of the sea with seven heads and ten horns to whom the dragon gives his power ^  ^  ^ 
197 ^ 3 ^ Revelation ^ 66 ^ 13 ^ 8 ^ A beast rises out of the sea with seven heads and ten horns to whom the dragon gives his power ^  ^  ^ 
198 ^ 3 ^ Revelation ^ 66 ^ 13 ^ 9 ^ A beast rises out of the sea with seven heads and ten horns to whom the dragon gives his power ^  ^  ^ 
199 ^ 3 ^ Revelation ^ 66 ^ 13 ^ 10 ^ A beast rises out of the sea with seven heads and ten horns to whom the dragon gives his power ^  ^  ^ 
200 ^ 7 ^ matthew ^ 40 ^ 18 ^ 15 ^  ^ A Brother Who Sins ^  ^ 
201 ^ 7 ^ matthew ^ 40 ^ 18 ^ 16 ^  ^ A Brother Who Sins ^  ^ 
202 ^ 7 ^ matthew ^ 40 ^ 18 ^ 17 ^  ^ A Brother Who Sins ^  ^ 
203 ^ 7 ^ matthew ^ 40 ^ 18 ^ 18 ^  ^ A Brother Who Sins ^  ^ 
204 ^ 7 ^ matthew ^ 40 ^ 18 ^ 19 ^  ^ A Brother Who Sins ^  ^ 
205 ^ 7 ^ matthew ^ 40 ^ 18 ^ 20 ^  ^ A Brother Who Sins ^  ^ 
206 ^ 8 ^ hebrews ^ 58 ^ 12 ^ 1 ^  ^  ^ A Call to Endurance ^ 
207 ^ 8 ^ hebrews ^ 58 ^ 12 ^ 2 ^  ^  ^ A Call to Endurance ^ 
208 ^ 8 ^ hebrews ^ 58 ^ 12 ^ 3 ^  ^  ^ A Call to Endurance ^ 
209 ^ 9 ^ hebrews ^ 58 ^ 12 ^ 14 ^  ^  ^ A Call to Holiness ^ 
210 ^ 9 ^ hebrews ^ 58 ^ 12 ^ 15 ^  ^  ^ A Call to Holiness ^ 
211 ^ 9 ^ hebrews ^ 58 ^ 12 ^ 16 ^  ^  ^ A Call to Holiness ^ 
212 ^ 9 ^ hebrews ^ 58 ^ 12 ^ 17 ^  ^  ^ A Call to Holiness ^ 
213 ^ 10 ^ 1peter ^ 60 ^ 1 ^ 13 ^ A Call to Holiness ^  ^  ^ 
214 ^ 10 ^ 1peter ^ 60 ^ 1 ^ 14 ^ A Call to Holiness ^  ^  ^ 
215 ^ 10 ^ 1peter ^ 60 ^ 1 ^ 15 ^ A Call to Holiness ^  ^  ^ 
216 ^ 10 ^ 1peter ^ 60 ^ 1 ^ 16 ^ A Call to Holiness ^  ^  ^ 
217 ^ 10 ^ 1peter ^ 60 ^ 1 ^ 17 ^ A Call to Holiness ^  ^  ^ 
218 ^ 10 ^ 1peter ^ 60 ^ 1 ^ 18 ^ A Call to Holiness ^  ^  ^ 
219 ^ 10 ^ 1peter ^ 60 ^ 1 ^ 19 ^ A Call to Holiness ^  ^  ^ 
220 ^ 10 ^ 1peter ^ 60 ^ 1 ^ 20 ^ A Call to Holiness ^  ^  ^ 
221 ^ 10 ^ 1peter ^ 60 ^ 1 ^ 21 ^ A Call to Holiness ^  ^  ^ 
222 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 1 ^  ^  ^ A Call to Maturity ^ 
223 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 2 ^  ^  ^ A Call to Maturity ^ 
224 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 3 ^  ^  ^ A Call to Maturity ^ 
225 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 4 ^  ^  ^ A Call to Maturity ^ 
226 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 5 ^  ^  ^ A Call to Maturity ^ 
227 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 6 ^  ^  ^ A Call to Maturity ^ 
228 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 7 ^  ^  ^ A Call to Maturity ^ 
229 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 8 ^  ^  ^ A Call to Maturity ^ 
230 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 9 ^  ^  ^ A Call to Maturity ^ 
231 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 10 ^  ^  ^ A Call to Maturity ^ 
232 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 11 ^  ^  ^ A Call to Maturity ^ 
233 ^ 11 ^ hebrews ^ 58 ^ 6 ^ 12 ^  ^  ^ A Call to Maturity ^ 
234 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 19 ^  ^ A Call to Persevere ^  ^ 
235 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 20 ^  ^ A Call to Persevere ^  ^ 
236 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 21 ^  ^ A Call to Persevere ^  ^ 
237 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 22 ^  ^ A Call to Persevere ^  ^ 
238 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 23 ^  ^ A Call to Persevere ^  ^ 
239 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 24 ^  ^ A Call to Persevere ^  ^ 
240 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 25 ^  ^ A Call to Persevere ^  ^ 
241 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 26 ^  ^ A Call to Persevere ^  ^ 
242 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 27 ^  ^ A Call to Persevere ^  ^ 
243 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 28 ^  ^ A Call to Persevere ^  ^ 
244 ^ 13 ^ hebrews ^ 58 ^ 10 ^ 29 ^  ^ A Call to Persevere ^  ^ 
