PericopeID^ReferenceRange
297^john 2:13 - matthew 5:48
298^matthew 5:48 - 2timothy 1:13
299^2timothy 1:13 - james 5:19
300^james 5:19 - 1peter 5:9
301^1peter 5:9 - 1peter 3:14
302^1peter 3:14 - 1corinthians 12:8
303^1corinthians 12:8 - 2corinthians 4:16
304^2corinthians 4:16 - 1timothy 4:6
305^1timothy 4:6 - 1timothy 3:14
306^1timothy 3:14 - 1thessalonians 4:17
307^1thessalonians 4:17 - 2peter 1:16
308^2peter 1:16 - romans 8:13
309^romans 8:13 - galatians 1:17
310^galatians 1:17 - titus 1:12
311^titus 1:12 - 1timothy 6:17
312^1timothy 6:17 - matthew 15:32
313^matthew 15:32 - acts 6:5
314^acts 6:5 - 2corinthians 10:12
315^2corinthians 10:12 - 1corinthians 11:6
316^1corinthians 11:6 - luke 22:34
317^luke 22:34 - romans 3:31
318^romans 3:31 - jude 1:6
319^jude 1:6 - matthew 5:21
320^matthew 5:21 - revelation 8:9
321^revelation 8:9 - revelation 13:11
322^revelation 13:11 - acts 24:10
323^acts 24:10 - luke 7:18
324^luke 7:18 - john 8:33
325^john 8:33 - matthew 22:34
326^matthew 22:34 - matthew 19:3
327^matthew 19:3 - john 8:48
328^john 8:48 - acts 18:23
329^acts 18:23 - acts 18:24
330^acts 18:24 - acts 5:17
331^acts 5:17 - 1corinthians 9:1
332^1corinthians 9:1 - titus 1:5
333^titus 1:5 - acts 19:16
334^acts 19:16 - 1corinthians 12:4
335^1corinthians 12:4 - acts 17:16
336^acts 17:16 - 1john 3:11
337^1john 3:11 - romans 6:3
338^romans 6:3 - acts 10:34
339^acts 10:34 - romans 7:16
340^romans 7:16 - hebrews 2:14
341^hebrews 2:14 - 1corinthians 11:21
342^1corinthians 11:21 - acts 23:1
343^acts 23:1 - romans 5:12
344^romans 5:12 - 1corinthians 14:22
345^1corinthians 14:22 - acts 1:9
346^acts 1:9 - acts 28:1
347^acts 28:1 - john 16:23
348^john 16:23 - matthew 7:7
349^matthew 7:7 - luke 22:31
350^luke 22:31 - john 16:23
351^john 16:23 - john 14:13
352^john 14:13 - 2corinthians 10:7
353^2corinthians 10:7 - luke 11:11
354^luke 11:11 - matthew 16:13
355^matthew 16:13 - acts 14:1
356^acts 14:1 - acts 24:27
357^acts 24:27 - acts 14:8
358^acts 14:8 - revelation 8:1
359^revelation 8:1 - john 11:55
360^john 11:55 - revelation 9:1
361^revelation 9:1 - acts 22:22
362^acts 22:22 - matthew 2:3
363^matthew 2:3 - luke 2:1
364^luke 2:1 - galatians 2:1
365^galatians 2:1 - galatians 1:10
366^galatians 1:10 - ephesians 5:21
367^ephesians 5:21 - romans 16:17
368^romans 16:17 - revelation 18:1
369^revelation 18:1 - revelation 18:1
370^revelation 18:1 - revelation 17:1
371^revelation 17:1 - luke 23:13
372^luke 23:13 - luke 12:35
373^luke 12:35 - luke 21:34
374^luke 21:34 - hebrews 6:13
375^hebrews 6:13 - luke 12:57
376^luke 12:57 - romans 6:18
377^romans 6:18 - john 8:48
378^john 8:48 - acts 24:1
379^acts 24:1 - romans 4:10
380^romans 4:10 - acts 7:20
381^acts 7:20 - acts 22:1
382^acts 22:1 - matthew 4:17
383^matthew 4:17 - romans 5:1
384^romans 5:1 - acts 17:13
385^acts 17:13 - john 12:37
386^john 12:37 - acts 4:23
387^acts 4:23 - 2corinthians 13:11
388^2corinthians 13:11 - 2john 1:7
389^2john 1:7 - mark 12:38
390^mark 12:38 - luke 20:45
391^luke 20:45 - mark 12:38
392^mark 12:38 - mark 9:38
393^mark 9:38 - mark 10:35
394^mark 10:35 - luke 9:51
395^luke 9:51 - 2corinthians 12:11
396^2corinthians 12:11 - mark 10:13
397^mark 10:13 - romans 15:8
398^romans 15:8 - 1corinthians 14:12
399^1corinthians 14:12 - hebrews 13:1
400^hebrews 13:1 - romans 3:28
401^romans 3:28 - 2corinthians 5:14
402^2corinthians 5:14 - galatians 4:5
403^galatians 4:5 - acts 22:25
404^acts 22:25 - acts 5:19
405^acts 5:19 - romans 12:6
406^romans 12:6 - john 9:35
407^john 9:35 - romans 7:12
408^romans 7:12 - mark 15:39
409^mark 15:39 - acts 27:11
410^acts 27:11 - 1corinthians 8:11
411^1corinthians 8:11 - galatians 5:13
412^galatians 5:13 - james 3:5
413^james 3:5 - james 1:19
414^james 1:19 - romans 15:7
415^romans 15:7 - luke 12:31
416^luke 12:31 - romans 14:13
417^romans 14:13 - acts 8:26
418^acts 8:26 - 1corinthians 1:28
419^1corinthians 1:28 - acts 13:44
420^acts 13:44 - hebrews 6:11
421^hebrews 6:11 - matthew 6:33
422^matthew 6:33 - romans 7:4
423^romans 7:4 - john 6:16
424^john 6:16 - 1corinthians 14:6
425^1corinthians 14:6 - matthew 20:20
426^matthew 20:20 - 1corinthians 15:1
427^1corinthians 15:1 - 2corinthians 8:7
428^2corinthians 8:7 - ephesians 2:1
429^ephesians 2:1 - romans 4:13
430^romans 4:13 - acts 8:1
431^acts 8:1 - hebrews 4:14
432^hebrews 4:14 - matthew 12:9
433^matthew 12:9 - matthew 12:3
434^matthew 12:3 - hebrews 8:1
435^hebrews 8:1 - 2corinthians 8:9
436^2corinthians 8:9 - 1corinthians 1:21
437^1corinthians 1:21 - john 11:49
438^john 11:49 - 1corinthians 1:10
439^1corinthians 1:10 - acts 28:6
440^acts 28:6 - acts 14:11
441^acts 14:11 - mark 2:13
442^mark 2:13 - luke 5:27
443^luke 5:27 - matthew 4:18
444^matthew 4:18 - mark 1:16
445^mark 1:16 - galatians 6:1
446^galatians 6:1 - 1peter 5:5
447^1peter 5:5 - mark 9:14
448^mark 9:14 - luke 8:26
449^luke 8:26 - revelation 13:14
450^revelation 13:14 - 2timothy 4:6
451^2timothy 4:6 - philippians 4:1
452^philippians 4:1 - 2peter 2:10
453^2peter 2:10 - mark 11:27
454^mark 11:27 - ephesians 6:1
455^ephesians 6:1 - 1john 3:1
456^1john 3:1 - ephesians 5:8
457^ephesians 5:8 - luke 6:12
458^luke 6:12 - mark 3:13
459^mark 3:13 - 1peter 2:21
460^1peter 2:21 - matthew 23:1
461^matthew 23:1 - luke 8:4
462^luke 8:4 - john 21:1
463^john 21:1 - matthew 28:16
464^matthew 28:16 - luke 20:1
465^luke 20:1 - luke 3:21
466^luke 3:21 - matthew 20:1
467^matthew 20:1 - matthew 8:1
468^matthew 8:1 - revelation 16:15
469^revelation 16:15 - john 16:1
470^john 16:1 - john 14:1
471^john 14:1 - luke 21:1
472^luke 21:1 - matthew 22:23
473^matthew 22:23 - matthew 6:1
474^matthew 6:1 - matthew 7:1
475^matthew 7:1 - matthew 9:1
476^matthew 9:1 - mark 5:1
477^mark 5:1 - john 8:1
478^john 8:1 - mark 10:1
479^mark 10:1 - matthew 26:17
480^matthew 26:17 - matthew 7:28
481^matthew 7:28 - matthew 4:1
482^matthew 4:1 - luke 9:12
483^luke 9:12 - john 6:1
484^john 6:1 - mark 8:1
485^mark 8:1 - luke 7:1
486^luke 7:1 - mark 2:1
487^mark 2:1 - matthew 26:1
488^matthew 26:1 - mark 13:1
489^mark 13:1 - galatians 3:10
490^galatians 3:10 - luke 17:11
491^luke 17:11 - luke 14:1
492^luke 14:1 - matthew 19:1
493^matthew 19:1 - mark 3:1
494^mark 3:1 - mark 16:9
495^mark 16:9 - luke 24:13
496^luke 24:13 - mark 14:12
497^mark 14:12 - hebrews 1:1
498^hebrews 1:1 - luke 22:19
499^luke 22:19 - matthew 2:23
500^matthew 2:23 - luke 2:21
501^luke 2:21 - mark 6:1
502^mark 6:1 - matthew 13:53
503^matthew 13:53 - matthew 27:1
504^matthew 27:1 - matthew 27:27
505^matthew 27:27 - hebrews 3:1
506^hebrews 3:1 - john 19:1
507^john 19:1 - john 10:1
508^john 10:1 - hebrews 7:1
509^hebrews 7:1 - ephesians 2:19
510^ephesians 2:19 - 1corinthians 3:10
511^1corinthians 3:10 - john 17:1
512^john 17:1 - luke 13:1
513^luke 13:1 - luke 12:1
514^luke 12:1 - acts 1:1
515^acts 1:1 - john 11:1
516^john 11:1 - matthew 12:1
517^matthew 12:1 - luke 16:14
518^luke 16:14 - luke 6:1
519^luke 6:1 - matthew 15:1
520^matthew 15:1 - john 12:12
521^john 12:12 - matthew 21:1
522^matthew 21:1 - luke 19:28
523^luke 19:28 - mark 11:1
524^mark 11:1 - luke 9:1
525^luke 9:1 - luke 10:1
526^luke 10:1 - matthew 10:1
527^matthew 10:1 - revelation 3:20
528^revelation 3:20 - mark 4:35
529^mark 4:35 - john 4:1
530^john 4:1 - john 3:1
531^john 3:1 - luke 5:1
532^luke 5:1 - luke 17:1
533^luke 17:1 - luke 11:1
534^luke 11:1 - 1corinthians 3:11
535^1corinthians 3:11 - romans 15:7
536^romans 15:7 - john 2:1
537^john 2:1 - matthew 11:20
538^matthew 11:20 - mark 6:45
539^mark 6:45 - matthew 18:1
540^matthew 18:1 - colossians 3:18
541^colossians 3:18 - 1thessalonians 5:12
542^1thessalonians 5:12 - hebrews 8:1
543^hebrews 8:1 - luke 12:41
544^luke 12:41 - matthew 16:21
545^matthew 16:21 - hebrews 10:1
546^hebrews 10:1 - matthew 28:1
547^matthew 28:1 - luke 24:1
548^luke 24:1 - romans 5:6
549^romans 5:6 - matthew 5:1
550^matthew 5:1 - matthew 11:7
551^matthew 11:7 - hebrews 13:5
552^hebrews 13:5 - acts 11:19
553^acts 11:19 - philippians 3:17
554^philippians 3:17 - luke 5:12
555^luke 5:12 - 2thessalonians 1:1
556^2thessalonians 1:1 - matthew 10:16
557^matthew 10:16 - john 13:31
558^john 13:31 - 2corinthians 8:16
559^2corinthians 8:16 - luke 9:46
560^luke 9:46 - acts 20:32
561^acts 20:32 - 1corinthians 16:10
562^1corinthians 16:10 - acts 20:28
563^acts 20:28 - 3john 1:9
564^3john 1:9 - 2thessalonians 3:1
565^2thessalonians 3:1 - 2corinthians 12:11
566^2corinthians 12:11 - 1corinthians 16:16
567^1corinthians 16:16 - 1corinthians 16:13
568^1corinthians 16:13 - 2john 1:12
569^2john 1:12 - romans 1:1
570^romans 1:1 - matthew 10:32
571^matthew 10:32 - 2peter 1:1
572^2peter 1:1 - colossians 1:7
573^colossians 1:7 - acts 19:19
574^acts 19:19 - jude 1:3
575^jude 1:3 - acts 10:1
576^acts 10:1 - acts 9:1
577^acts 9:1 - acts 9:1
578^acts 9:1 - acts 16:14
579^acts 16:14 - mark 12:18
580^mark 12:18 - mark 3:22
581^mark 3:22 - acts 10:1
582^acts 10:1 - acts 10:1
583^acts 10:1 - acts 10:25
584^acts 10:25 - acts 10:1
585^acts 10:1 - 1timothy 1:3
586^1timothy 1:3 - acts 15:1
587^acts 15:1 - luke 22:21
588^luke 22:21 - matthew 27:33
589^matthew 27:33 - matthew 9:20
590^matthew 9:20 - matthew 21:17
591^matthew 21:17 - mark 11:12
592^mark 11:12 - philippians 1:9
593^philippians 1:9 - 1timothy 3:8
594^1timothy 3:8 - romans 6:1
595^romans 6:1 - romans 5:12
596^romans 5:12 - acts 12:20
597^acts 12:20 - mark 14:26
598^mark 14:26 - john 6:32
599^john 6:32 - luke 8:19
600^luke 8:19 - 2corinthians 2:12
601^2corinthians 2:12 - luke 1:1
602^luke 1:1 - revelation 19:17
603^revelation 19:17 - matthew 9:14
604^matthew 9:14 - 2peter 2:1
605^2peter 2:1 - acts 19:21
606^acts 19:21 - 3john 1:12
607^3john 1:12 - john 2:12
608^john 2:12 - 2timothy 3:6
609^2timothy 3:6 - colossians 1:14
610^colossians 1:14 - jude 1:12
611^jude 1:12 - james 4:11
612^james 4:11 - matthew 27:50
613^matthew 27:50 - 1corinthians 12:1
614^1corinthians 12:1 - hebrews 6:12
615^hebrews 6:12 - 3john 1:9
616^3john 1:9 - 3john 1:9
617^3john 1:9 - titus 2:1
618^titus 2:1 - matthew 9:9
619^matthew 9:9 - acts 23:7
620^acts 23:7 - hebrews 13:1
621^hebrews 13:1 - mark 6:14
622^mark 6:14 - john 10:19
623^john 10:19 - john 7:40
624^john 7:40 - luke 9:57
625^luke 9:57 - acts 15:36
626^acts 15:36 - john 7:40
627^john 7:40 - 1corinthians 1:10
628^1corinthians 1:10 - matthew 5:31
629^matthew 5:31 - 1corinthians 4:6
630^1corinthians 4:6 - 2corinthians 6:14
631^2corinthians 6:14 - james 4:13
632^james 4:13 - hebrews 3:7
633^hebrews 3:7 - 1john 2:15
634^1john 2:15 - matthew 6:25
635^matthew 6:25 - galatians 3:1
636^galatians 3:1 - romans 16:25
637^romans 16:25 - james 4:7
638^james 4:7 - luke 19:45
639^luke 19:45 - matthew 8:28
640^matthew 8:28 - mark 1:16
641^mark 1:16 - acts 6:1
642^acts 6:1 - john 21:15
643^john 21:15 - matthew 9:10
644^matthew 9:10 - mark 2:15
645^mark 2:15 - luke 5:29
646^luke 5:29 - 1john 5:13
647^1john 5:13 - 2timothy 1:1
648^2timothy 1:1 - colossians 1:21
649^colossians 1:21 - jude 1:14
650^jude 1:14 - luke 9:18
651^luke 9:18 - luke 18:9
652^luke 18:9 - philippians 2:25
653^philippians 2:25 - revelation 2:1
654^revelation 2:1 - john 10:31
655^john 10:31 - 1corinthians 6:6
656^1corinthians 6:6 - acts 8:26
657^acts 8:26 - acts 20:9
658^acts 20:9 - acts 20:7
659^acts 20:7 - ephesians 5:32
660^ephesians 5:32 - 2corinthians 2:10
661^2corinthians 2:10 - 1corinthians 7:20
662^1corinthians 7:20 - acts 4:32
663^acts 4:32 - 2timothy 3:1
664^2timothy 3:1 - 2corinthians 13:1
665^2corinthians 13:1 - 1corinthians 10:11
666^1corinthians 10:11 - mark 2:18
667^mark 2:18 - revelation 3:3
668^revelation 3:3 - 1peter 3:8
669^1peter 3:8 - 2peter 3:11
670^2peter 3:11 - 2corinthians 6:14
671^2corinthians 6:14 - philippians 1:27
672^philippians 1:27 - colossians 3:12
673^colossians 3:12 - mark 9:33
674^mark 9:33 - mark 11:20
675^mark 11:20 - luke 13:22
676^luke 13:22 - 1corinthians 5:9
677^1corinthians 5:9 - matthew 13:36
678^matthew 13:36 - 2peter 1:16
679^2peter 1:16 - mark 15:21
680^mark 15:21 - hebrews 11:1
681^hebrews 11:1 - galatians 3:1
682^galatians 3:1 - james 2:14
683^james 2:14 - 2timothy 1:3
684^2timothy 1:3 - 2peter 2:1
685^2peter 2:1 - jude 1:4
686^jude 1:4 - mark 14:53
687^mark 14:53 - matthew 10:26
688^matthew 10:26 - acts 26:24
689^acts 26:24 - acts 25:25
690^acts 25:25 - acts 25:13
691^acts 25:13 - acts 26:24
692^acts 26:24 - revelation 3:4
693^revelation 3:4 - 1timothy 6:11
694^1timothy 6:11 - 1thessalonians 5:23
695^1thessalonians 5:23 - 2peter 3:14
696^2peter 3:14 - ephesians 6:21
697^ephesians 6:21 - revelation 14:6
698^revelation 14:6 - titus 3:12
699^titus 3:12 - galatians 6:11
700^galatians 6:11 - acts 3:1
701^acts 3:1 - acts 7:58
702^acts 7:58 - 1corinthians 10:14
703^1corinthians 10:14 - romans 8:1
704^romans 8:1 - 1corinthians 3:1
705^1corinthians 3:1 - hebrews 11:1
706^hebrews 11:1 - philippians 1:27
707^philippians 1:27 - 1corinthians 8:1
708^1corinthians 8:1 - romans 15:3
709^romans 15:3 - 2corinthians 12:1
710^2corinthians 12:1 - hebrews 10:14
711^hebrews 10:14 - titus 1:5
712^titus 1:5 - romans 11:26
713^romans 11:26 - romans 6:2
714^romans 6:2 - titus 1:1
715^titus 1:1 - acts 16:19
716^acts 16:19 - acts 5:41
717^acts 5:41 - john 21:18
718^john 21:18 - mark 9:30
719^mark 9:30 - matthew 17:22
720^matthew 17:22 - matthew 20:17
721^matthew 20:17 - acts 27:10
722^acts 27:10 - matthew 26:30
723^matthew 26:30 - luke 5:33
724^luke 5:33 - romans 12:14
725^romans 12:14 - 2corinthians 2:5
726^2corinthians 2:5 - galatians 1:13
727^galatians 1:13 - revelation 9:14
728^revelation 9:14 - john 5:1
729^john 5:1 - revelation 8:6
730^revelation 8:6 - john 2:1
731^john 2:1 - galatians 5:1
732^galatians 5:1 - romans 5:1
733^romans 5:1 - philippians 4:1
734^philippians 4:1 - acts 20:13
735^acts 20:13 - 2peter 2:7
736^2peter 2:7 - 1john 2:20
737^1john 2:20 - ephesians 4:1
738^ephesians 4:1 - romans 7:1
739^romans 7:1 - romans 8:18
