subclause word index ^ length
2971 ^ and
2982 ^ that
2985 ^ nor
2987 ^ nor
2991 ^ and
3005 ^ now
3017 ^ and
3031 ^ nor
3034 ^ however
3036 ^ that
3045 ^ like
3048 ^ if
3049 ^ however
3056 ^ and
3071 ^ therefore
3076 ^ or
3079 ^ or
3083 ^ for
3084 ^ these things
3089 ^ for
3095 ^ that
3100 ^ however
3110 ^ and
3116 ^ therefore
3122 ^ for
3123 ^ tomorrow
3134 ^ that
3139 ^ for
3140 ^ verdict
3143 ^ and
3151 ^ now
3163 ^ and
3171 ^ or
3185 ^ and
3202 ^ and
3220 ^ nor
3228 ^ not lest
3235 ^ and
3240 ^ and
3244 ^ and
3247 ^ and
3251 ^ for
3255 ^ and
3259 ^ and
3263 ^ or
3279 ^ or
3280 ^ also
3287 ^ if
3288 ^ therefore
3314 ^ therefore,
3315 ^ as many as
3318 ^ that
3324 ^ also
3329 ^ for
3341 ^ for
3345 ^ and
3354 ^ and
3365 ^ and
3374 ^ and
3392 ^ however
3407 ^ or
3419 ^ but
3420 ^ the bad tree,
3432 ^ nor
3445 ^ and
3469 ^ but
3495 ^ and
3501 ^ and
3508 ^ and
3512 ^ -,
3524 ^ therefore,
3531 ^ and
3545 ^ and
3549 ^ and
3553 ^ and
3557 ^ and
3562 ^ and
3566 ^ for
3570 ^ and
3578 ^ and
3593 ^ and
3597 ^ and
3601 ^ and
3605 ^ and
3610 ^ and
3612 ^ and
3618 ^ and
3620 ^ when
3635 ^ for
3638 ^ as
3641 ^ and
3643 ^ as
3648 ^ now
3657 ^ and
3670 ^ and
3679 ^ and
3685 ^ and
3693 ^ but
3699 ^ and
3710 ^ now
3719 ^ and
3732 ^ and
3739 ^ and
3748 ^ that
3754 ^ but
3758 ^ and
3763 ^ also
3764 ^ for
3774 ^ and
3778 ^ and
3780 ^ and
3783 ^ and
3785 ^ and
3791 ^ and
3794 ^ now,
3798 ^ and
3814 ^ now
3816 ^ that
3823 ^ and
3837 ^ however
3838 ^ sons
3856 ^ and
3863 ^ as
3867 ^ and
3876 ^ and
3889 ^ and
3891 ^ and
3896 ^ and
3901 ^ and
3903 ^ and
3907 ^ now
3913 ^ and
3918 ^ and
3924 ^ so that
3938 ^ and
3943 ^ now
3954 ^ and
3963 ^ wherever
3966 ^ and
3975 ^ and
3982 ^ but
3983 ^ the son
3993 ^ now
4004 ^ and
4010 ^ but
4011 ^ jesus
4016 ^ and
4024 ^ and
4035 ^ and
4043 ^ so that
4051 ^ however
4053 ^ and
4061 ^ and
4076 ^ and
4081 ^ and
4082 ^ the men
4088 ^ that
4097 ^ and
4118 ^ so that
4127 ^ and
4145 ^ now
4154 ^ and
4155 ^ the demons
4159 ^ if
4169 ^ and
4174 ^ and
4180 ^ and
4192 ^ and
4198 ^ now
4201 ^ and
4212 ^ and
4222 ^ and
4226 ^ that
4232 ^ and
4237 ^ and
4243 ^ and
4251 ^ and
4267 ^ and
4277 ^ and
4285 ^ so that why
4293 ^ for
4301 ^ or
4304 ^ and
4306 ^ so that
4307 ^ however
4309 ^ that
4321 ^ then
4330 ^ and
4336 ^ and
4344 ^ now,
4348 ^ and
4358 ^ and
4371 ^ and
4376 ^ and
4380 ^ and
4387 ^ that
4401 ^ and
4421 ^ and
4430 ^ but
4435 ^ however,
4441 ^ and
4445 ^ for
4449 ^ but
4451 ^ then
4467 ^ however
4468 ^ disciples of you
4472 ^ and
4492 ^ however
4494 ^ when
4500 ^ and
4501 ^ then
4504 ^ however
4513 ^ for
4520 ^ and
4524 ^ nor
4531 ^ if
4532 ^ now
4537 ^ and
4541 ^ and
4545 ^ but
4552 ^ and
4566 ^ -,
4572 ^ but
4580 ^ and
4582 ^ and
4588 ^ also
4592 ^ and
4607 ^ for
4610 ^ if
4618 ^ and
4619 ^ jesus,
4621 ^ and
4632 ^ and
4640 ^ and
4649 ^ and
4660 ^ for
4664 ^ but
4666 ^ and
4669 ^ when
4670 ^ now
4679 ^ and
4683 ^ and
4693 ^ and
4703 ^ and
4710 ^ now
4718 ^ and
4724 ^ that
4744 ^ and
4749 ^ and
4759 ^ but
4769 ^ now
4777 ^ and
4784 ^ and
4796 ^ now
4797 ^ pharisees
4807 ^ and
4822 ^ and
4828 ^ and
4836 ^ now
4842 ^ because
4845 ^ and
4847 ^ as
4852 ^ then
4858 ^ indeed
4859 ^ harvest
4862 ^ however
4863 ^ workmen
4866 ^ therefore
4871 ^ that
4878 ^ and
4889 ^ so as
4892 ^ and
4900 ^ and
4912 ^ and
4949 ^ also
4950 ^ having betrayed
4966 ^ and
4973 ^ however
4983 ^ also
4986 ^ -,
5027 ^ for
5035 ^ now
5049 ^ until
5053 ^ now
5059 ^ and
5060 ^ if
5061 ^ indeed
5072 ^ if
5073 ^ however
5083 ^ and
5120 ^ than
5128 ^ as
5134 ^ therefore
5136 ^ as
5139 ^ and
5141 ^ as
5145 ^ however
5150 ^ for
5154 ^ and
5164 ^ also,
5165 ^ and kings
5176 ^ when
5177 ^ then
5183 ^ or
5187 ^ for
5196 ^ for
5201 ^ but
5212 ^ now
5217 ^ and
5220 ^ and
5225 ^ and
5228 ^ and
5238 ^ however
5244 ^ whenever
5245 ^ then
5257 ^ for
5267 ^ until
5289 ^ that
5295 ^ and
5302 ^ if
5313 ^ therefore
5317 ^ for
5323 ^ or
5338 ^ and
5348 ^ and
5357 ^ however
5358 ^ soul
5363 ^ however
5379 ^ and
5393 ^ now
5403 ^ therefore
5410 ^ therefore
5411 ^ who
5431 ^ now
5451 ^ that
5462 ^ but
5465 ^ for
5472 ^ and
5478 ^ and
5484 ^ and
5502 ^ and
5514 ^ and
5521 ^ and
5536 ^ and
5551 ^ and
5568 ^ and
5578 ^ and
5601 ^ and
5603 ^ when
5616 ^ and
5623 ^ and
5624 ^ john,
5644 ^ or
5647 ^ and
5658 ^ and
5662 ^ and
5667 ^ and
5670 ^ and
5673 ^ and
5676 ^ and
5686 ^ now
5706 ^ but
5725 ^ but
5733 ^ and [one]
5770 ^ yet
5771 ^ the least
5781 ^ then
5782 ^ the days
5794 ^ and [the]
5799 ^ for
5800 ^ the prophets
5802 ^ and the law
5808 ^ and
5809 ^ if
5823 ^ however
5842 ^ and
5846 ^ and
5850 ^ for
5856 ^ and
5866 ^ and
5868 ^ and
5879 ^ but
5899 ^ because
5908 ^ for
5909 ^ if
5928 ^ but
5939 ^ than
5941 ^ and
5951 ^ for
5952 ^ if
5967 ^ but
5970 ^ that
5978 ^ than
5997 ^ that
6004 ^ and
6011 ^ for
6024 ^ and
6029 ^ if
6033 ^ nor
6038 ^ if
6042 ^ and
6055 ^ and
6066 ^ and
6070 ^ for
6077 ^ and
6084 ^ for
6085 ^ yoke of me
6088 ^ and
6107 ^ and
6108 ^ the disciples of him
6111 ^ and
6115 ^ and
6118 ^ and
6119 ^ the pharisees,
6135 ^ and
6143 ^ when
6145 ^ and
6156 ^ and
6172 ^ if
6177 ^ or
6183 ^ that
6194 ^ and
6198 ^ however
6200 ^ that
6206 ^ if
6207 ^ however
6213 ^ and
6222 ^ for
6230 ^ and
6238 ^ and
6244 ^ and
6248 ^ is
6253 ^ so that
6257 ^ and
6269 ^ and
6270 ^ if
6280 ^ and
6283 ^ therefore
6287 ^ therefore
6301 ^ and
6303 ^ and
6310 ^ now,
6317 ^ how
6321 ^ and
6322 ^ jesus,
6326 ^ and
6331 ^ and
6335 ^ and
6338 ^ that
6343 ^ so that
6373 ^ and
6395 ^ and
6400 ^ until
6407 ^ and
6420 ^ and
6423 ^ in order for
6427 ^ and
6429 ^ and
6434 ^ and
6443 ^ and
6444 ^ the pharisees,
6452 ^ if
6461 ^ now
6473 ^ and
6483 ^ and
6484 ^ if
6494 ^ then
6499 ^ and
6500 ^ if
6519 ^ if
6520 ^ however
6536 ^ or
6546 ^ and
6551 ^ if
6557 ^ and
6571 ^ and
6590 ^ however
6596 ^ and
6609 ^ now
6629 ^ either
6634 ^ and
6639 ^ or
6644 ^ and
6650 ^ for
6651 ^ the fruit,
6665 ^ for
6666 ^ the abundance
6682 ^ and
6693 ^ now
6695 ^ that
6711 ^ for
6712 ^ the words of you,
6716 ^ and
6738 ^ and
6748 ^ and
6753 ^ if
6760 ^ just as
6761 ^ for
6800 ^ and
6803 ^ for
6809 ^ and
6824 ^ and
6827 ^ for
6838 ^ and
6843 ^ when
6844 ^ now
6858 ^ and
6868 ^ from where
6870 ^ and
6875 ^ and
6879 ^ and
6888 ^ and
6892 ^ and
6904 ^ also
6928 ^ now
6945 ^ and
6956 ^ and
6962 ^ and
6981 ^ for
7013 ^ and
7019 ^ so that
7025 ^ and
7033 ^ and
7046 ^ and
7052 ^ indeed
7057 ^ and
7064 ^ now
7069 ^ where
7074 ^ and
7084 ^ now
7087 ^ and
7095 ^ now
7100 ^ and
7104 ^ and
7108 ^ now
7115 ^ and
7119 ^ indeed
7122 ^ now
7125 ^ now
7131 ^ and
7144 ^ and
7148 ^ because
7159 ^ however
7163 ^ for
7167 ^ and
7170 ^ now
7173 ^ even
7185 ^ because
7189 ^ and
7195 ^ and
7205 ^ and
7209 ^ and
7212 ^ and
7217 ^ for
7223 ^ and
7228 ^ and
7237 ^ and
7241 ^ and
7245 ^ and
7247 ^ and
7251 ^ however
7255 ^ because
7257 ^ and
7261 ^ because
7264 ^ for
7267 ^ that
7276 ^ and
7279 ^ and
7283 ^ and
7287 ^ therefore
7299 ^ and
7305 ^ and
7321 ^ now
7332 ^ and
7340 ^ now
7344 ^ but
7348 ^ however
7358 ^ now
7369 ^ and
7382 ^ and
7386 ^ however
7398 ^ and
7403 ^ and
7406 ^ indeed
7409 ^ now
7412 ^ now
7433 ^ now
7434 ^ the [time] are sleeping
7442 ^ and
7449 ^ and
7451 ^ when
7452 ^ now
7456 ^ and
7461 ^ also
7465 ^ now,
7481 ^ how
7482 ^ then
7486 ^ and
7494 ^ and
7495 ^ the servants
7499 ^ then
7504 ^ and
7507 ^ not lest
7522 ^ and
7534 ^ and
7544 ^ and
7545 ^ the wheat,
7574 ^ indeed
7579 ^ when
7580 ^ however
7586 ^ and
7589 ^ so that
7595 ^ and
7633 ^ and
7639 ^ so that
7666 ^ and
7682 ^ and
7696 ^ and
7697 ^ the field
7702 ^ and
7703 ^ the good seed,
7712 ^ and
7713 ^ the weeds
7720 ^ and
7721 ^ the enemy
7729 ^ and
7730 ^ the harvest
7739 ^ as
7740 ^ therefore
7744 ^ and
7762 ^ and
7771 ^ and
7776 ^ and
7825 ^ and
7831 ^ and
7836 ^ and
7854 ^ now
7863 ^ and
7878 ^ and
7884 ^ when
7890 ^ and
7898 ^ and
7899 ^ bad
7912 ^ and
7920 ^ and
7944 ^ and
7969 ^ and
7971 ^ when
7980 ^ and
7992 ^ so that
7995 ^ and
7997 ^ from where
8018 ^ and
8029 ^ and
8038 ^ from where
8039 ^ then
8043 ^ and
8048 ^ but
8049 ^ jesus
8056 ^ if
8066 ^ and
8087 ^ and
8102 ^ and
8111 ^ for
8112 ^ herod
8118 ^ and
8131 ^ for
8140 ^ although
8147 ^ because
8153 ^ now
8165 ^ and
8169 ^ whereupon
8179 ^ and
8196 ^ and
8208 ^ and
8216 ^ and
8223 ^ and
8227 ^ and
8232 ^ and
8240 ^ and
8243 ^ and
8249 ^ now,
8261 ^ and
8271 ^ and
8276 ^ and
8280 ^ and
8286 ^ now
8297 ^ and
8305 ^ that
8314 ^ and
8315 ^ jesus
8327 ^ and
8333 ^ if
8341 ^ and
8347 ^ and
8368 ^ and
8376 ^ and
8377 ^ the disciples
8380 ^ and
8383 ^ and
8385 ^ and
8395 ^ then
8396 ^ eating
8405 ^ and
8414 ^ and
8425 ^ and
8437 ^ now
8443 ^ and
8444 ^ the boat,
8457 ^ for
8462 ^ now
8463 ^ watch
8474 ^ and
8475 ^ the disciples,
8484 ^ -,
8487 ^ and
8493 ^ now
8505 ^ now
8511 ^ if
8523 ^ and
8526 ^ and
8537 ^ and
8543 ^ now
8548 ^ and
8557 ^ now
8565 ^ and
8572 ^ and
8582 ^ then
8593 ^ and
8601 ^ and
8615 ^ and
8622 ^ and
8625 ^ that
8633 ^ and
8658 ^ for
8663 ^ when
8667 ^ and
8673 ^ also
8685 ^ for
8686 ^ god
8694 ^ and,
8703 ^ however
8725 ^ and
8750 ^ however
8751 ^ heart of them,
8758 ^ then
8765 ^ and
8772 ^ and
8783 ^ but
8800 ^ that
8808 ^ and
8829 ^ now
8831 ^ if
8838 ^ then,
8849 ^ and
8852 ^ also
8858 ^ that
8869 ^ and
8874 ^ however
8888 ^ for
8889 ^ the heart
8907 ^ but
8915 ^ and
8927 ^ and
8949 ^ and
8954 ^ and
8964 ^ for
8969 ^ and
8974 ^ if
8984 ^ and
8993 ^ and
9004 ^ and
9009 ^ and
9013 ^ even
9014 ^ however
9043 ^ as
9045 ^ and
9054 ^ and
9065 ^ and
9072 ^ and
9087 ^ and
9094 ^ and
9097 ^ so that
9112 ^ and
9118 ^ and
9119 ^ jesus,
9129 ^ because
9135 ^ and
9140 ^ and
9151 ^ and
9156 ^ from where
9166 ^ and
9175 ^ and
9181 ^ and
9196 ^ and
9199 ^ and
9204 ^ and the
9205 ^ disciples
9208 ^ and
9211 ^ and
9213 ^ and
9223 ^ then
9224 ^ eating
9232 ^ and
9240 ^ and
9246 ^ and
9262 ^ and
9271 ^ for
9274 ^ and
9279 ^ for
9284 ^ indeed
9285 ^ appearance
9291 ^ but
9303 ^ and
9308 ^ if
9313 ^ and
9317 ^ and
9328 ^ and
9329 ^ jesus
9333 ^ and
9343 ^ and
9348 ^ because
9353 ^ however,
9362 ^ because
9375 ^ and
9385 ^ and
9392 ^ that,
9399 ^ also
9409 ^ that
9418 ^ but
9427 ^ then
9451 ^ and
9454 ^ indeed
9459 ^ now
9462 ^ now
9471 ^ but
9477 ^ now,
9492 ^ now,
9501 ^ for
9508 ^ but
9517 ^ now
9520 ^ that
9524 ^ and
9533 ^ and
9547 ^ and
9559 ^ and
9575 ^ that
9578 ^ that
9592 ^ that
9598 ^ and
9608 ^ and
9610 ^ and
9615 ^ and
9633 ^ and
9645 ^ for
9651 ^ but
9662 ^ if
9670 ^ and
9675 ^ and
9679 ^ for
9689 ^ however
9700 ^ for
9703 ^ if
9709 ^ but
9710 ^ the soul of him
9713 ^ or
9722 ^ for
9738 ^ and
9749 ^ -,
9772 ^ and
9788 ^ and
9796 ^ and
9800 ^ and
9809 ^ and
9810 ^ the clothes of him
9817 ^ and
9828 ^ now,
9862 ^ and
9881 ^ and
9889 ^ and
9892 ^ and
9896 ^ and
9901 ^ and
9905 ^ and
9911 ^ if
9916 ^ and
9940 ^ and
9947 ^ then
9951 ^ that
9957 ^ and
9961 ^ indeed
9963 ^ and
9967 ^ however
9969 ^ that
9973 ^ and
9977 ^ but
9984 ^ also,
9997 ^ that
10004 ^ and
10014 ^ and
10021 ^ for
10023 ^ and
10027 ^ for
10032 ^ and
10037 ^ and
10043 ^ and
10049 ^ now,
10071 ^ and
10076 ^ and
10082 ^ and
10107 ^ and
10115 ^ for
10118 ^ if
10131 ^ and
10133 ^ and
10138 ^ now
10156 ^ and
10159 ^ and
10164 ^ and
10168 ^ now
10179 ^ and
10190 ^ and
10218 ^ or
10223 ^ now,
10236 ^ that
10237 ^ however
10246 ^ and
10252 ^ and
10278 ^ then
10286 ^ and
10294 ^ and
10299 ^ if
10302 ^ and
10316 ^ therefore
10332 ^ and
10346 ^ then
10359 ^ that
10367 ^ and
10381 ^ for
10385 ^ but
10394 ^ if
10395 ^ now
10407 ^ and
10421 ^ than
10434 ^ and
10435 ^ if
10443 ^ and
10455 ^ than
10473 ^ for
10475 ^ that
10495 ^ if
10501 ^ and
10514 ^ and
10519 ^ and
10520 ^ if
10527 ^ that
10532 ^ than
10551 ^ that
10557 ^ if
10558 ^ now
10573 ^ if
10580 ^ if
10581 ^ however
10591 ^ that
10601 ^ if
10602 ^ now
10608 ^ if
10609 ^ now
10610 ^ also
10635 ^ and
10650 ^ that
10651 ^ if
10675 ^ for
10704 ^ and
10718 ^ but
10740 ^ then
10751 ^ now
10769 ^ and
10772 ^ therefore
10781 ^ and
10786 ^ now,
10794 ^ and
10800 ^ however,
10814 ^ and
10820 ^ if
10824 ^ therefore,
10834 ^ and
10838 ^ but
10841 ^ rather
10847 ^ until
10852 ^ therefore
10860 ^ and
10885 ^ because
10890 ^ also
10896 ^ as
10900 ^ and
10916 ^ also
10924 ^ if
10935 ^ and
10937 ^ when
10948 ^ and
10958 ^ and
10963 ^ and
10967 ^ and
10973 ^ and
10975 ^ if
10986 ^ now
10991 ^ that
11001 ^ and
11012 ^ and
11017 ^ and
11024 ^ so that
11028 ^ but
11032 ^ therefore
11042 ^ then
11048 ^ and
11053 ^ -,
11067 ^ however
11072 ^ now
11074 ^ that
11084 ^ and
11093 ^ if
11107 ^ and
11116 ^ but only [those]
11120 ^ for
11128 ^ and
11136 ^ and
11155 ^ that
11160 ^ and
11163 ^ however
11164 ^ the disciples
11168 ^ and
11169 ^ jesus
11174 ^ and
11182 ^ for
11183 ^ such kind
11189 ^ and
11196 ^ and
11206 ^ that
11211 ^ and
11224 ^ if
11225 ^ however
11238 ^ and
11239 ^ jesus
11256 ^ and
11261 ^ as
11277 ^ if
11286 ^ and
11290 ^ and
11295 ^ and
11300 ^ now
11308 ^ for
11313 ^ and
11314 ^ jesus
11322 ^ that
11332 ^ now
11342 ^ than
11351 ^ now,
11358 ^ then
11362 ^ now,
11373 ^ however
11374 ^ god
11387 ^ and
11391 ^ then
11395 ^ and
11396 ^ jesus
11402 ^ that
11410 ^ when
11421 ^ also
11432 ^ and
11455 ^ and
11460 ^ however
11464 ^ and
11468 ^ for
11487 ^ then
11501 ^ and
11513 ^ and
11517 ^ also
11522 ^ and
11530 ^ and
11533 ^ then
11543 ^ then
11544 ^ the eleventh,
11550 ^ and
11562 ^ because
11569 ^ also
11575 ^ then
11588 ^ and
11600 ^ and
11610 ^ and
11615 ^ that
11618 ^ but
11623 ^ also
11626 ^ now
11638 ^ and
11653 ^ and
11669 ^ and
11672 ^ now
11677 ^ as
11678 ^ also
11680 ^ or
11690 ^ or
11696 ^ because
11705 ^ and
11709 ^ and
11721 ^ and
11731 ^ and
11741 ^ and
11745 ^ and
11753 ^ and
11755 ^ and
11757 ^ and
11775 ^ and
11781 ^ and
11789 ^ that
11800 ^ and
11810 ^ now,
11832 ^ indeed
11833 ^ the cup of me
11837 ^ but
11850 ^ but [to those]
11857 ^ and
11867 ^ and
11868 ^ jesus,
11873 ^ that
11880 ^ and
11890 ^ but
11901 ^ and
11912 ^ even as
11920 ^ but
11922 ^ and
11930 ^ and
11939 ^ and
11948 ^ that
11959 ^ and
11960 ^ the crowd
11963 ^ that
11966 ^ but
11975 ^ and
11981 ^ and
11990 ^ that
11996 ^ then,
12003 ^ and
12006 ^ and
12009 ^ and
12010 ^ when
12014 ^ and
12037 ^ and
12049 ^ and
12050 ^ if
12056 ^ that
12063 ^ then
12067 ^ then
12069 ^ that
12098 ^ then
12101 ^ and
12103 ^ as
12114 ^ and
12120 ^ and
12125 ^ now
12126 ^ very great crowd
12136 ^ now
12142 ^ and
12148 ^ now
12149 ^ crowds
12153 ^ and
12172 ^ and
12186 ^ and
12187 ^ the crowds
12199 ^ and
12205 ^ and
12210 ^ and
12215 ^ and
12228 ^ and
12239 ^ however
12244 ^ and
12253 ^ and
12257 ^ now
12275 ^ and
12282 ^ and
12290 ^ and
12291 ^ jesus
12297 ^ -:
12305 ^ and
12314 ^ and
12318 ^ then,
12324 ^ and
12334 ^ and
12339 ^ if
12343 ^ and
12354 ^ and
12359 ^ and
12371 ^ now,
12379 ^ if
12382 ^ and
12391 ^ but
12398 ^ and
12404 ^ and
12414 ^ and
12436 ^ and
12444 ^ now,
12455 ^ if
12474 ^ or
12478 ^ and
12483 ^ if
12491 ^ then
12495 ^ if
12496 ^ however
12504 ^ for
12510 ^ and
12519 ^ also
12531 ^ however
12538 ^ and
12551 ^ and
12557 ^ however,
12561 ^ then
12567 ^ and
12572 ^ and
12594 ^ that
12608 ^ for
12615 ^ and
12620 ^ however
12621 ^ the tax collectors
12622 ^ and the prostitutes
12628 ^ then,
12645 ^ and
12649 ^ and
12654 ^ and
12657 ^ and
12661 ^ and
12663 ^ when
12664 ^ then
12681 ^ and
12689 ^ -
12692 ^ then
12695 ^ then
12704 ^ and
12709 ^ then,
12722 ^ but
12723 ^ the farmers
12737 ^ and
12742 ^ and
12749 ^ and
12751 ^ when
12752 ^ therefore
12769 ^ and
12807 ^ and
12817 ^ that
12825 ^ and
12832 ^ and
12842 ^ but
12847 ^ and
12858 ^ that
12862 ^ and
12869 ^ because
12874 ^ and
12897 ^ and
12908 ^ and
12932 ^ and
12940 ^ and
12944 ^ -
12950 ^ then
12956 ^ and
12957 ^ the rest,
12963 ^ and
12966 ^ and
12967 ^ the king
12969 ^ and
12978 ^ and
12989 ^ indeed
12990 ^ wedding feast
12994 ^ however
13000 ^ therefore
13006 ^ and
13014 ^ and
13030 ^ and
13036 ^ then
13049 ^ and
13061 ^ and
13091 ^ for
13095 ^ however
13103 ^ how
13108 ^ and
13120 ^ that
13123 ^ and
13131 ^ and
13138 ^ for
13144 ^ therefore
13153 ^ or
13156 ^ however
13174 ^ and
13178 ^ and
13195 ^ therefore
13199 ^ and
13205 ^ and
13208 ^ and
13223 ^ and
13230 ^ if
13243 ^ and
13250 ^ now
13255 ^ and
13260 ^ and
13272 ^ also
13275 ^ and
13282 ^ then
13283 ^ of all,
13290 ^ therefore,
13297 ^ for
13301 ^ now,
13317 ^ for
13318 ^ the resurrection,
13324 ^ but
13332 ^ now
13333 ^ the resurrection
13364 ^ but
13366 ^ and
13376 ^ and
13377 ^ the pharisees,
13379 ^ that
13387 ^ and
13403 ^ and
13436 ^ also
13443 ^ as
13458 ^ now
13482 ^ then,
13499 ^ until
13509 ^ if
13510 ^ therefore
13519 ^ and
13557 ^ therefore,
13563 ^ and
13566 ^ however
13567 ^ the works of them,
13573 ^ for,
13574 ^ and
13578 ^ -
13583 ^ and
13591 ^ however,
13600 ^ now
