666 ^ - to joseph,
668 ^ saying,
669 ^ having arisen,
670 ^ take
671 ^ the child
673 ^ and the mother of him,
677 ^ and
678 ^ flee
679 ^ into egypt,
681 ^ and
682 ^ remain
683 ^ there
684 ^ until
685 ^ -
686 ^ i should tell
687 ^ you;
688 ^ is about
689 ^ for
690 ^ herod
691 ^ to seek
692 ^ the child,
694 ^ - to destroy
696 ^ him.
697 ^ -
698 ^ and
699 ^ having arisen,
700 ^ he took
701 ^ the child
703 ^ and the mother of him
707 ^ by night
708 ^ and
709 ^ withdrew
710 ^ into egypt,
712 ^ and
713 ^ he remained
714 ^ there
715 ^ until
716 ^ the
717 ^ death
718 ^ of herod;
719 ^ so that
720 ^ it might be fulfilled
721 ^ that having been spoken
723 ^ by [the] lord
725 ^ through the prophet,
728 ^ saying,
729 ^ out
730 ^ of egypt
731 ^ have i called
732 ^ the
733 ^ son
734 ^ of me.”
735 ^ then
736 ^ herod,
737 ^ having seen
738 ^ that
739 ^ he had been outwitted
740 ^ by the magi,
743 ^ was enraged
744 ^ intensely,
745 ^ and
746 ^ having sent forth,
747 ^ he put to death
748 ^ all the boys
751 ^ that [were]
752 ^ in bethlehem
754 ^ and in all the vicinity of it,
760 ^ from two years old
762 ^ and under,
764 ^ according to the time
767 ^ which
768 ^ he had ascertained
769 ^ from the magi.
772 ^ then
773 ^ was fulfilled
774 ^ that having been spoken
776 ^ by jeremiah
778 ^ the prophet,
780 ^ saying,
781 ^ a voice
782 ^ in
783 ^ ramah
784 ^ was heard,
785 ^ weeping
786 ^ and
787 ^ mourning
788 ^ great,
789 ^ rachel
790 ^ weeping [for]
791 ^ the children of her,
794 ^ and
795 ^ not
796 ^ would
797 ^ be comforted,
798 ^ because
799 ^ no more
800 ^ are they.”
801 ^ having died
802 ^ now
803 ^ - of herod,
805 ^ behold,
806 ^ an angel of [the] lord
808 ^ appears
809 ^ in a dream
811 ^ to joseph
813 ^ in egypt,
815 ^ saying,
816 ^ having arisen,
817 ^ take
818 ^ the child
820 ^ and the mother of him,
824 ^ and
825 ^ go
826 ^ into [the] land of israel;
829 ^ they have died
830 ^ for
831 ^ those seeking
833 ^ the life
835 ^ of the child.
837 ^ -
838 ^ and
839 ^ having arisen,
840 ^ he took
841 ^ the child
843 ^ and the mother of him
847 ^ and
848 ^ came
849 ^ into [the] land of israel.
852 ^ having heard
853 ^ now
854 ^ that
855 ^ archelaus
856 ^ reigns over
857 ^ - judea
859 ^ in place of the father of him herod,
864 ^ he was afraid
865 ^ there
866 ^ to go;
867 ^ having been divinely warned
868 ^ now
869 ^ in a dream,
871 ^ he withdrew
872 ^ into the district
875 ^ - of galilee,
877 ^ and
878 ^ having come,
879 ^ he dwelt
880 ^ in a city
882 ^ being called
883 ^ nazareth;
884 ^ so that
885 ^ it should be fulfilled
886 ^ that having been spoken
888 ^ through the prophets,
891 ^ that
892 ^ a nazarene
893 ^ he will be called.
894 ^ in
895 ^ then
896 ^ the days those,
899 ^ comes
900 ^ john
901 ^ the baptist,
903 ^ preaching
904 ^ in the wilderness
907 ^ - of judea,
909 ^ and
910 ^ saying,
911 ^ repent;
912 ^ has drawn near
913 ^ for
914 ^ the kingdom
916 ^ of the heavens.
918 ^ this
919 ^ for
920 ^ is
921 ^ the [one] having been spoken of
923 ^ through isaiah
925 ^ the prophet,
927 ^ saying,
928 ^ [the] voice
929 ^ of one crying
930 ^ in the wilderness,
933 ^ prepare
934 ^ the way of [the] lord;
937 ^ straight
938 ^ make
939 ^ the paths of him.’”
942 ^ himself
943 ^ now
944 ^ - john
946 ^ had
947 ^ the garment of him
950 ^ of hair of a camel,
953 ^ and
954 ^ a belt of leather
956 ^ around the waist of him,
960 ^ -
961 ^ and
962 ^ the food
963 ^ was
964 ^ of him
965 ^ locusts
966 ^ and honey wild.
969 ^ at that time
970 ^ were going out
971 ^ to him
973 ^ jerusalem,
974 ^ and
975 ^ all - judea,
978 ^ and all the region around
982 ^ the jordan,
984 ^ and
985 ^ were being baptized
986 ^ in the jordan river
990 ^ by him,
992 ^ confessing
993 ^ the sins of them.
996 ^ having seen
997 ^ now
998 ^ many
999 ^ of the pharisees
1001 ^ and sadducees
1003 ^ coming
1004 ^ to the baptism of him,
1008 ^ he said
1009 ^ to them,
1010 ^ brood of vipers,
1012 ^ who
1013 ^ forewarned
1014 ^ you
1015 ^ to flee
1016 ^ from the
1018 ^ coming wrath?
1020 ^ produce
1021 ^ therefore
1022 ^ fruit
1023 ^ worthy
1024 ^ - of repentance.
1026 ^ and
1027 ^ not
1028 ^ presume
1029 ^ to say
1030 ^ within yourselves,
1032 ^ [as] father
1033 ^ we have
1034 ^ - abraham.
1036 ^ i say
1037 ^ for
1038 ^ to you
1039 ^ that
1040 ^ able is
1041 ^ - god
1043 ^ out of the stones these
1047 ^ to raise up
1048 ^ children
1049 ^ unto abraham.
1051 ^ already
1052 ^ now
1053 ^ the ax
1055 ^ to the root
1058 ^ of the trees
1060 ^ is applied;
1061 ^ every
1062 ^ therefore
1063 ^ tree
1064 ^ not
1065 ^ producing
1066 ^ fruit good
1068 ^ is cut down
1069 ^ and
1070 ^ into [the] fire
1072 ^ is thrown.
1073 ^ i
1074 ^ indeed
1075 ^ you
1076 ^ baptize
1077 ^ with water
1079 ^ to repentance,
1081 ^ -
1082 ^ but
1083 ^ after me
1085 ^ is coming
1086 ^ mightier than i,
1088 ^ he
1089 ^ of whom
1090 ^ not
1091 ^ i am
1092 ^ fit
1093 ^ the sandals
1095 ^ to carry.
1096 ^ he
1097 ^ you
1098 ^ will baptize
1099 ^ with [the] spirit holy
1102 ^ and with fire,
1104 ^ whose - winnowing fork [is]
1107 ^ in the hand of him;
1111 ^ and
1112 ^ he will clear
1113 ^ the threshing floor of him
1116 ^ and
1117 ^ will gather
1118 ^ the wheat of him
1121 ^ into the barn;
1124 ^ the
1125 ^ but
1126 ^ chaff
1127 ^ he will burn up
1128 ^ with fire unquenchable.
1130 ^ then
1131 ^ comes
1132 ^ - jesus
1134 ^ from - galilee
1137 ^ to the jordan,
1140 ^ unto - john,
1143 ^ - to be baptized
1145 ^ by him.
1147 ^ -
1148 ^ but
1149 ^ john
1150 ^ was hindering
1151 ^ him,
1152 ^ saying,
1153 ^ i
1154 ^ need
1155 ^ have
1156 ^ by you
1158 ^ to be baptized,
1159 ^ and
1160 ^ you
1161 ^ come
1162 ^ to me?
1164 ^ answering,
1165 ^ however,
1166 ^ - jesus
1168 ^ said
1169 ^ unto him,
1171 ^ permit [it]
1172 ^ presently;
1173 ^ thus
1174 ^ for
1175 ^ fitting
1176 ^ it is
1177 ^ to us
1178 ^ to fulfill
1179 ^ all righteousness.
1181 ^ then
1182 ^ he permits
1183 ^ him.
1184 ^ having been baptized
1185 ^ now,
1186 ^ - jesus
1188 ^ immediately
1189 ^ went up
1190 ^ from the water;
1193 ^ and
1194 ^ behold,
1195 ^ were opened
1196 ^ to him
1197 ^ the heavens,
1199 ^ and
1200 ^ he saw
1201 ^ the spirit
1203 ^ of god
1205 ^ descending
1206 ^ as a dove,
1208 ^ and
1209 ^ alighting
1210 ^ upon him.
1212 ^ and
1213 ^ behold,
1214 ^ a voice
1215 ^ out of the heavens,
1218 ^ saying,
1219 ^ this
1220 ^ is
1221 ^ the son of me,
1224 ^ the beloved,
1226 ^ in whom
1228 ^ i was well pleased.
1229 ^ then
1230 ^ - jesus
1232 ^ was led up
1233 ^ into the wilderness
1236 ^ by the spirit
1239 ^ to be tempted
1240 ^ by the devil.
1243 ^ and
1244 ^ having fasted
1245 ^ days forty
1247 ^ and nights, forty
1250 ^ afterward
1251 ^ he was hungry.
1252 ^ and
1253 ^ having come
1254 ^ the [one] tempting,
1256 ^ he said
1257 ^ to him,
1258 ^ if
1259 ^ son
1260 ^ you are
1261 ^ - of god,
1263 ^ speak,
1264 ^ that
1265 ^ the stones these,
1268 ^ loaves of bread
1269 ^ might become.
1270 ^ -
1271 ^ but
1272 ^ answering,
1273 ^ he said,
1274 ^ it has been written:
1275 ^ not
1276 ^ by bread
1278 ^ alone
1279 ^ shall live
1280 ^ the man,
1282 ^ but
1283 ^ by every word
1286 ^ coming out
1287 ^ of [the] mouth of god.’
1290 ^ then
1291 ^ takes
1292 ^ him
1293 ^ the devil
1295 ^ to the holy city
1299 ^ and
1300 ^ sets
1301 ^ him
1302 ^ upon the pinnacle
1305 ^ of the temple,
1307 ^ and
1308 ^ says
1309 ^ to him,
1310 ^ if
1311 ^ son
1312 ^ you are
1313 ^ - of god,
1315 ^ throw
1316 ^ yourself
1317 ^ down;
1318 ^ it has been written
1319 ^ for
1320 ^ -:
1321 ^ to the angels of him
1324 ^ he will give orders
1325 ^ concerning you,
1327 ^ and
1328 ^ in [their] hands
1330 ^ will they bear up
1331 ^ you,
1332 ^ lest ever
1333 ^ you strike
1334 ^ against a stone
1336 ^ the foot of you.’
1339 ^ said
1340 ^ to him
1341 ^ - jesus,
1343 ^ again
1344 ^ it has been written:
1345 ^ not
1346 ^ you shall test
1347 ^ [the] lord
1348 ^ the god of you.’
1351 ^ again
1352 ^ takes
1353 ^ him
1354 ^ the devil
1356 ^ to a mountain
1358 ^ high exceedingly,
1360 ^ and
1361 ^ shows
1362 ^ to him
1363 ^ all the kingdoms
1366 ^ of the world
1368 ^ and the glory of them,
1372 ^ and
1373 ^ he says
1374 ^ to him,
1375 ^ these things
1376 ^ to you
1377 ^ all
1378 ^ will i give,
1379 ^ if
1380 ^ falling down,
1381 ^ you will worship
1382 ^ me.
1383 ^ then
1384 ^ says
1385 ^ to him
1386 ^ - jesus,
1388 ^ get you away,
1389 ^ satan;
1390 ^ it has been written
1391 ^ for:
1392 ^ [the] lord
1393 ^ the god of you,
1396 ^ you shall worship,
1397 ^ and
1398 ^ him
1399 ^ alone
1400 ^ shall you serve.’
1401 ^ then
1402 ^ leaves
1403 ^ him
1404 ^ the devil,
1406 ^ and
1407 ^ behold,
1408 ^ angels
1409 ^ came
1410 ^ and
1411 ^ were ministering
1412 ^ to him.
1413 ^ having heard
1414 ^ now
1415 ^ that
1416 ^ john
1417 ^ had been delivered up ,
1418 ^ he withdrew
1419 ^ into - galilee.
1422 ^ and
1423 ^ having left
1424 ^ - nazareth,
1426 ^ having come,
1427 ^ he dwelt
1428 ^ at capernaum,
1430 ^ which [is] on the sea-side
1432 ^ in [the] region
1434 ^ of zebulun
1435 ^ and naphtali,
1437 ^ that
1438 ^ it might be fulfilled
1439 ^ that having been spoken
1441 ^ by isaiah
1443 ^ the prophet,
1445 ^ saying:
1446 ^ land of zebulun
1448 ^ and land
1450 ^ of naphtali,
1451 ^ way
1452 ^ of [the] sea,
1453 ^ beyond the jordan,
1456 ^ galilee
1457 ^ of the gentiles —
1459 ^ the people
1461 ^ - sitting
1463 ^ in darkness,
1465 ^ a light
1466 ^ have seen
1467 ^ great,
1468 ^ and
1469 ^ to those sitting
1471 ^ in [the] land
1473 ^ and shadow of death,
1476 ^ a light
1477 ^ has dawned
1478 ^ on them.”
1479 ^ from that time
1481 ^ began
1482 ^ - jesus
1484 ^ to proclaim
1485 ^ and
1486 ^ to say,
1487 ^ repent,
1488 ^ has drawn near
1489 ^ for
1490 ^ the kingdom
1492 ^ of the heavens.
1494 ^ walking
1495 ^ now
1496 ^ beside the sea
1499 ^ - of galilee,
1501 ^ he saw
1502 ^ two brothers,
1504 ^ simon
1505 ^ - called
1507 ^ peter,
1508 ^ and andrew
1510 ^ the brother of him,
1513 ^ casting
1514 ^ a net
1515 ^ into the sea;
1518 ^ they were
1519 ^ for
1520 ^ fishermen.
1521 ^ and
1522 ^ he says
1523 ^ to them,
1524 ^ come follow
1525 ^ after me,
1527 ^ and
1528 ^ i will make
1529 ^ you
1530 ^ fishers of men.
1532 ^ -
1533 ^ and
1534 ^ immediately
1535 ^ having left
1536 ^ the nets,
1538 ^ they followed
1539 ^ him.
1540 ^ and
1541 ^ having gone on
1542 ^ from there,
1543 ^ he saw
1544 ^ others, two brothers,
1547 ^ james
1548 ^ the [son]
1549 ^ - of zebedee,
1551 ^ and john
1553 ^ the brother of him,
1556 ^ in the boat
1559 ^ with zebedee
1561 ^ the father of them,
1564 ^ mending
1565 ^ the nets of them;
1568 ^ and
1569 ^ he called
1570 ^ them.
1571 ^ -
1572 ^ and
1573 ^ immediately,
1574 ^ having left
1575 ^ the boat
1577 ^ and the father of them,
1581 ^ they followed
1582 ^ him.
1583 ^ and
1584 ^ he was going
1585 ^ throughout all - galilee,
1589 ^ teaching
1590 ^ in the synagogues of them,
1594 ^ and
1595 ^ proclaiming
1596 ^ the gospel
1598 ^ of the kingdom,
1600 ^ and
1601 ^ healing
1602 ^ every disease
1604 ^ and every sickness
1607 ^ among the people.
1610 ^ and
1611 ^ went out
1612 ^ the news of him
1615 ^ into all - syria.
1619 ^ and
1620 ^ they brought
1621 ^ to him
1622 ^ all
1623 ^ the
1624 ^ sick
1625 ^ having
1626 ^ various diseases
1628 ^ and pains
1630 ^ oppressing,
1631 ^ and
1632 ^ being possessed by demons,
1633 ^ and
1634 ^ being epileptics,
1635 ^ and paralytics;
1637 ^ and
1638 ^ he healed
1639 ^ them.
1640 ^ and
1641 ^ followed
1642 ^ him
1643 ^ crowds great
1645 ^ from - galilee,
1648 ^ and [the] decapolis,
1650 ^ and jerusalem,
1652 ^ and judea,
1654 ^ and beyond the jordan.
1658 ^ having seen
1659 ^ then
1660 ^ the crowds,
1662 ^ he went up
1663 ^ on the mountain;
1666 ^ and
1667 ^ having sat down
1668 ^ of him,
1669 ^ came
1670 ^ to him
1671 ^ the disciples of him.
1674 ^ and
1675 ^ opening
1676 ^ the mouth of him,
1679 ^ he was teaching
1680 ^ them,
1681 ^ saying:
1682 ^ blessed [are]
1683 ^ the poor
1685 ^ in the spirit,
1687 ^ for
1688 ^ theirs
1689 ^ is
1690 ^ the kingdom
1692 ^ of the heavens.
1694 ^ blessed [are]
1695 ^ those mourning,
1697 ^ for
1698 ^ they
1699 ^ will be comforted.
1700 ^ blessed
1701 ^ the meek,
1703 ^ for
1704 ^ they
1705 ^ will inherit
1706 ^ the earth.
1708 ^ blessed [are]
1709 ^ those hungering
1711 ^ and
1712 ^ thirsting for
1713 ^ - righteousness;
1715 ^ for
1716 ^ they
1717 ^ will be filled.
1718 ^ blessed [are]
1719 ^ the merciful,
1721 ^ for
1722 ^ they
1723 ^ will receive mercy.
1724 ^ blessed
1725 ^ the pure
1727 ^ - in heart,
1729 ^ for
1730 ^ they
1731 ^ - god
1733 ^ will see.
1734 ^ blessed
1735 ^ the peacemakers,
1737 ^ for
1738 ^ they
1739 ^ sons of god
1741 ^ will be called.
1742 ^ blessed [are]
1743 ^ those having been persecuted
1745 ^ on account of righteousness,
1747 ^ for
1748 ^ theirs
1749 ^ is
1750 ^ the kingdom
1752 ^ of the heavens.
1754 ^ blessed
1755 ^ are you
1756 ^ when
1757 ^ they shall insult
1758 ^ you,
1759 ^ and
1760 ^ shall persecute [you],
1761 ^ and
1762 ^ shall say
1763 ^ all kinds of evil
1765 ^ against you,
1767 ^ lying
1768 ^ on account of me.
1770 ^ rejoice
1771 ^ and
1772 ^ exult,
1773 ^ for
1774 ^ the reward of you
1777 ^ [is] great
1778 ^ in the heavens;
1781 ^ thus
1782 ^ for
1783 ^ they persecuted
1784 ^ the prophets
1786 ^ -
1787 ^ before you.
1789 ^ you
1790 ^ are
1791 ^ the salt
1793 ^ of the earth;
1795 ^ if,
1796 ^ however,
1797 ^ the salt
1799 ^ becomes tasteless,
1800 ^ with what
1802 ^ will it be salted.
1803 ^ for nothing
1805 ^ it is potent
1806 ^ any longer,
1807 ^ if
1808 ^ not
1809 ^ having been cast
1810 ^ out,
1811 ^ to be trampled upon
1812 ^ by - men.
1815 ^ you
1816 ^ are
1817 ^ the light
1819 ^ of the world.
1821 ^ not
1822 ^ is able
1823 ^ a city
1824 ^ to be hidden
1825 ^ on a hill
1827 ^ lying.
1828 ^ nor
1829 ^ do they light
1830 ^ a lamp
1831 ^ and
1832 ^ put
1833 ^ it
1834 ^ under - a basket,
1837 ^ but
1838 ^ upon the lampstand,
1841 ^ and
1842 ^ it shines
1843 ^ for all those
1845 ^ in the house.
1848 ^ thus
1849 ^ let shine
1850 ^ the light of you
1853 ^ before - men,
1856 ^ so that
1857 ^ they may see
1858 ^ your - good works,
1862 ^ and
1863 ^ they should glorify
1864 ^ the father of you
1867 ^ -
1868 ^ in the heavens.
1871 ^ not
1872 ^ think
1873 ^ that
1874 ^ i have come
1875 ^ to abolish
1876 ^ the law
1878 ^ or the prophets;
1881 ^ not
1882 ^ i have come
1883 ^ to abolish,
1884 ^ but
1885 ^ to fulfill.
1886 ^ truly
1887 ^ for
1888 ^ i say
1889 ^ to you,
1890 ^ until
1891 ^ -
1892 ^ shall pass away
1893 ^ the heaven
1895 ^ and the earth,
1898 ^ iota one,
1900 ^ or one stroke of a letter,
1903 ^ no not
1905 ^ shall pass away
1906 ^ from the law,
1909 ^ until
1910 ^ -
1911 ^ everything
1912 ^ should happen.
1913 ^ whoever
1914 ^ if
1915 ^ then
1916 ^ shall break
1917 ^ one
1918 ^ of the commandments
1920 ^ of these
1921 ^ the least
1923 ^ and
1924 ^ shall teach
1925 ^ so
1926 ^ the others,
1928 ^ least
1929 ^ he will be called
1930 ^ in the kingdom
1933 ^ of the heavens;
1935 ^ whoever
1936 ^ now
1937 ^ -
1938 ^ shall keep
1939 ^ and
1940 ^ shall teach [them],
1941 ^ this [one]
1942 ^ great
1943 ^ will be called
1944 ^ in the kingdom
1947 ^ of the heavens.
1949 ^ i say
1950 ^ for
1951 ^ to you,
1952 ^ that
1953 ^ if
1954 ^ not
1955 ^ shall abound
1956 ^ your - righteousness
1959 ^ above [that]
1960 ^ of the scribes
1962 ^ and pharisees,
1964 ^ no not
1966 ^ shall you enter
1967 ^ into the kingdom
1970 ^ of the heavens.
1972 ^ you have heard
1973 ^ that
1974 ^ it was said
1975 ^ to the ancients,
1977 ^ not
1978 ^ you shall murder;
1979 ^ whoever
1980 ^ now
1981 ^ -
1982 ^ shall murder,
1983 ^ liable
1984 ^ will be
1985 ^ to the judgment.’
1987 ^ i
1988 ^ however
1989 ^ say
1990 ^ to you
1991 ^ that
1992 ^ everyone - being angry with
1995 ^ the brother of him
1998 ^ liable
1999 ^ will be
2000 ^ to the judgment;
2002 ^ whoever
2003 ^ now
2004 ^ -
2005 ^ shall say
2006 ^ to brother of him,
2009 ^ raca,’
2010 ^ liable
2011 ^ will be
2012 ^ to the sanhedrin;
2014 ^ whoever
2015 ^ now
2016 ^ -
2017 ^ shall say,
2018 ^ fool,
2019 ^ liable
2020 ^ will be
2021 ^ to the hell
2024 ^ - of fire.
2026 ^ if
2027 ^ therefore
2028 ^ you shall offer
2029 ^ the gift of you
2032 ^ at the altar,
2035 ^ and there
2036 ^ shall remember
2037 ^ that
2038 ^ the brother of you
2041 ^ has
2042 ^ something
2043 ^ against you,
2045 ^ leave
2046 ^ there
2047 ^ the gift of you
2050 ^ before the altar,
2053 ^ and
2054 ^ go away;
2055 ^ first
2056 ^ be reconciled
2057 ^ to brother of you;
2060 ^ and
